year,sector,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
2002,54,590431,653284,7066403,7187016,91045,14.006,84556,13.008,1433034,626793,806241,8.721,19.939,1678908,690181,988727,9.603,23.36,-245874,-3.421,39.878,54334,54863,304678
2002,55,26608,47230,2829794,2902100,5410,11.245,7168,14.899,518896,185130,333766,6.379,17.88,662707,223486,439221,7.701,22.835,-143811,-4.955,35.76,1498,1589,31480
2002,56,251408,303533,8368971,8650727,44216,14.44,49575,16.19,2042855,706830,1336025,8.171,23.615,2615200,876656,1738544,10.134,30.231,-572345,-6.616,47.23,29468,30012,405120
2002,61,58501,66005,2717861,2673572,7852,12.101,5618,8.658,317295,81183,236112,3.037,11.868,228516,56878,171638,2.127,8.547,88779,3.321,17.094,3567,3644,37322
2002,62,512170,651366,14847813,14646430,71534,11.162,50528,7.884,2169447,797556,1371891,5.445,14.812,1773186,632437,1140749,4.318,12.107,396261,2.706,24.213,28892,29823,319588
2002,71,80575,87824,1777131,1765202,11730,13.409,11037,12.617,316192,112662,203530,6.382,17.913,293016,95351,197665,5.402,16.6,23176,1.313,33.199,6903,7015,62677
2002,72,367788,501036,10074104,10066335,68729,13.856,58707,11.835,1896524,998945,897579,9.924,18.84,1870564,678228,1192336,6.738,18.582,25960,0.258,37.165,36641,37958,372985
2002,81,607656,669786,5270042,5261239,63253,9.501,55227,8.295,832953,289305,543648,5.499,15.832,815377,247230,568147,4.699,15.498,17576,0.334,30.996,35714,36233,147561
2003,11,20791,21506,182927,181270,2579,11.92,2839,13.122,38338,11422,26916,6.301,21.15,34815,12378,22437,6.829,19.206,3523,1.944,38.412,1990,1990,7864
2003,21,16251,21483,455211,463712,1896,8.737,2331,10.742,72394,20324,52070,4.383,15.612,88433,30905,57528,6.665,19.071,-16039,-3.459,31.224,1255,1289,10384
2003,22,6465,17613,663953,663989,1478,8.47,1152,6.602,77444,27175,50269,4.093,11.663,77027,22399,54628,3.373,11.601,417,0.063,23.201,249,260,1857
2003,23,597897,607300,6356521,6362817,86702,14.38,77985,12.934,1312108,390811,921297,6.142,20.621,1323769,367532,956237,5.776,20.805,-11661,-0.183,41.243,53429,53481,248991
2003,31-33,276885,322939,14099428,14337034,22344,6.845,29275,8.969,1374534,347004,1027530,2.42,9.587,1853402,586705,1266697,4.092,12.927,-478868,-3.34,19.175,20883,21141,227125
2003,42,303848,393332,5823373,5797493,36905,9.347,39943,10.116,899288,290760,608528,5.015,15.512,847667,304266,543401,5.248,14.621,51621,0.89,29.243,24701,25492,138874
2003,44-45,653555,1030905,14913923,14779482,103633,10.082,97622,9.497,2117196,791491,1325705,5.355,14.325,1847127,646371,1200756,4.373,12.498,270069,1.827,24.996,59643,62999,314727
2003,48-49,138951,179259,3983751,4019283,26003,14.578,24219,13.578,738325,370944,367381,9.229,18.37,807224,232293,574931,5.779,20.084,-68899,-1.714,36.739,16143,16410,92537
2003,51,63413,125269,3599622,3648008,17615,14.095,17017,13.617,565890,227380,338510,6.233,15.512,666533,305226,361307,8.367,18.271,-100643,-2.759,31.025,7261,7480,65285
2003,52,214775,426381,6375968,6397517,54362,12.933,42275,10.057,1085251,414295,670956,6.476,16.964,1138623,421723,716900,6.592,17.798,-53372,-0.834,33.927,15736,16496,75529
2003,53,226782,289971,2063080,2024009,36959,12.919,29198,10.206,403060,155005,248055,7.658,19.914,325597,128140,197457,6.331,16.087,77463,3.827,32.173,18596,19142,71850
2003,54,598167,661777,7170428,7131827,86832,13.197,79183,12.035,1329607,458775,870832,6.433,18.643,1259405,451234,808171,6.327,17.659,70202,0.984,35.318,53399,53925,233466
2003,55,26277,46284,2766166,2792586,4779,10.244,5517,11.826,473943,137394,336549,4.92,16.971,522552,185115,337437,6.629,18.712,-48609,-1.741,33.943,1151,1220,17327
2003,56,254463,303390,8242614,8304296,43398,14.294,43853,14.444,1863764,524075,1339689,6.311,22.443,1975411,698046,1277365,8.406,23.788,-111647,-1.344,44.887,26624,27068,317249
2003,61,60507,67841,2782812,2746552,7900,11.818,5913,8.846,297385,53224,244161,1.938,10.828,226035,48186,177849,1.754,8.23,71350,2.598,16.46,3994,4098,28523
2003,62,525184,664780,15342894,15096214,60353,9.173,46627,7.087,1944237,553681,1390556,3.668,12.879,1449862,480841,969021,3.185,9.604,494375,3.275,19.208,29099,30559,230534
2003,71,83263,90648,1834950,1808280,12688,14.203,10054,11.255,332112,102821,229291,5.686,18.366,278366,81977,196389,4.533,15.394,53746,2.972,30.788,6881,6938,54106
2003,72,376877,511956,10435177,10255620,66333,13.091,55828,11.018,1928479,890725,1037754,8.685,18.804,1570939,617251,953688,6.019,15.318,357540,3.486,30.636,38395,39406,351666
2003,81,614526,676397,5367719,5319234,61291,9.107,54531,8.102,818765,238876,579889,4.491,15.393,721909,219985,501924,4.136,13.572,96856,1.821,27.143,38132,38928,141770
2004,11,20432,21075,180857,180180,2684,12.739,2673,12.687,33129,10696,22433,5.936,18.387,31903,12286,19617,6.819,17.706,1226,0.68,35.412,1896,1897,7806
2004,21,16447,21600,466389,460244,2120,9.85,1964,9.126,73832,23212,50620,5.043,16.042,61302,22940,38362,4.984,13.319,12530,2.722,26.639,1088,1119,9594
2004,22,6221,17157,629712,646282,1188,6.886,1379,7.993,54874,20108,34766,3.111,8.491,87658,24070,63588,3.724,13.563,-32784,-5.073,16.981,284,287,1425
2004,23,624665,634136,6645280,6504814,99283,15.954,75594,12.148,1470134,401090,1069044,6.166,22.601,1190942,377131,813811,5.798,18.309,279192,4.292,36.617,52664,52744,264353
2004,31-33,273307,318521,13755695,13905563,22488,7.013,26771,8.349,1327276,342867,984409,2.466,9.545,1626361,510285,1116076,3.67,11.696,-299085,-2.151,19.09,19377,19589,209407
2004,42,304755,396626,5920442,5882676,37338,9.446,34670,8.771,864518,292532,571986,4.973,14.696,790681,297802,492879,5.062,13.441,73837,1.255,26.882,22828,23551,131447
2004,44-45,654516,1031511,15361914,15128008,99859,9.699,95938,9.318,2219706,736592,1483114,4.869,14.673,1755967,636241,1119726,4.206,11.607,463739,3.065,23.215,61871,65957,325384
2004,48-49,140723,182427,4134614,4074083,25671,14.18,22891,12.644,669655,256861,412794,6.305,16.437,552618,207537,345081,5.094,13.564,117037,2.873,27.128,15603,15869,87072
2004,51,63625,126507,3472791,3539205,18709,14.862,17465,13.874,572682,198278,374404,5.602,16.181,700616,253871,446745,7.173,19.796,-127934,-3.615,32.362,6663,6979,52853
2004,52,221178,432804,6408528,6399941,52839,12.299,46455,10.813,1105858,437317,668541,6.833,17.279,1093846,441797,652049,6.903,17.092,12012,0.188,34.183,15576,16062,82161
2004,53,233944,299703,2093024,2071167,39806,13.533,28679,9.75,370929,159078,211851,7.681,17.909,325063,131832,193231,6.365,15.695,45866,2.215,31.389,18780,19674,80308
2004,54,611777,679169,7255899,7207029,90669,13.516,74018,11.034,1255641,456314,799327,6.332,17.422,1161586,441837,719749,6.131,16.117,94055,1.305,32.235,50513,51087,238136
2004,55,26015,46549,2782055,2815033,4156,8.924,4204,9.027,430530,146570,283960,5.207,15.294,493463,162742,330721,5.781,17.53,-62933,-2.236,30.588,1140,1195,20460
2004,56,261063,310534,8417442,8364309,45580,14.824,39452,12.831,1861124,545507,1315617,6.522,22.251,1772860,640881,1131979,7.662,21.196,88264,1.055,42.391,25481,26041,297270
2004,61,62694,70185,2877355,2822532,8040,11.646,5741,8.316,292371,63342,229029,2.244,10.358,182300,46778,135522,1.657,6.459,110071,3.9,12.917,4082,4139,35204
2004,62,537827,680951,15681647,15507190,60143,8.936,44378,6.593,1685294,510891,1174403,3.295,10.868,1337281,414541,922740,2.673,8.624,348013,2.244,17.247,30270,31257,230054
2004,71,86832,94407,1884731,1861538,13453,14.516,9991,10.781,294688,99091,195597,5.323,15.83,249447,77444,172003,4.16,13.4,45241,2.43,26.8,6992,7030,50037
2004,72,388479,523427,10753915,10602793,67002,12.927,56784,10.955,1882467,896580,985887,8.456,17.754,1588516,612614,975902,5.778,14.982,293951,2.772,29.964,40538,41661,381661
2004,81,616527,679399,5416294,5390661,58741,8.676,53975,7.972,772124,246381,525743,4.571,14.323,720204,234305,485899,4.346,13.36,51920,0.963,26.72,39639,40173,146427
2005,11,19151,19801,166861,168176,2549,12.89,2497,12.627,29376,10057,19319,5.98,17.467,32040,10162,21878,6.042,19.051,-2664,-1.584,34.935,1776,1779,7151
2005,21,16852,22044,492819,479358,2241,10.274,1778,8.151,87334,25085,62249,5.233,18.219,60125,19207,40918,4.007,12.543,27209,5.676,25.086,1048,1080,7863
2005,22,6141,16718,632891,630474,1036,6.14,1347,7.983,61861,19530,42331,3.098,9.812,57680,22789,34891,3.615,9.149,4181,0.663,18.297,223,236,1024
2005,23,645696,656025,6786939,6714939,101612,15.75,79911,12.386,1459402,450789,1008613,6.713,21.734,1315052,384323,930729,5.723,19.584,144350,2.15,39.168,55802,55851,263437
2005,31-33,269340,314011,13674608,13691955,21758,6.884,25869,8.185,1394514,309122,1085392,2.258,10.185,1427134,449336,977798,3.282,10.423,-32620,-0.238,20.37,18818,19001,198022
2005,42,304376,397937,5973620,5963170,35388,8.901,34652,8.716,803365,251939,551426,4.225,13.472,782114,252332,529782,4.232,13.116,21251,0.356,26.231,23561,24303,128131
2005,44-45,654107,1035021,15313468,15333871,101262,9.803,97148,9.405,1957777,767478,1190299,5.005,12.768,2001460,598072,1403388,3.9,13.053,-43683,-0.285,25.535,64198,67209,321011
2005,48-49,143913,186049,4165410,4156789,25868,14.021,22770,12.341,578642,210503,368139,5.064,13.92,558579,170043,388536,4.091,13.438,20063,0.483,26.876,15346,15636,80943
2005,51,63210,127163,3409539,3441536,15849,12.513,14837,11.714,475871,183946,291925,5.345,13.827,539974,186666,353308,5.424,15.69,-64103,-1.863,27.655,6478,6887,57551
2005,52,226923,440739,6370185,6396929,57762,13.222,50030,11.452,1031089,467146,563943,7.303,16.119,1080122,485985,594137,7.597,16.885,-49033,-0.767,32.237,16936,17669,90045
2005,53,243484,314090,2139155,2119618,46901,15.291,32152,10.483,403085,200187,202898,9.444,19.017,363803,127829,235974,6.031,17.164,39282,1.853,34.327,21044,22063,76848
2005,54,627313,695464,7406408,7338477,90679,13.187,75043,10.913,1278949,440940,838009,6.009,17.428,1138015,394742,743273,5.379,15.508,140934,1.92,31.015,50581,51186,211949
2005,55,25867,47688,2829369,2833519,4660,9.874,3675,7.787,419538,140080,279458,4.944,14.806,428422,119750,308672,4.226,15.12,-8884,-0.314,29.613,1057,1098,16614
2005,56,267632,317809,8948045,8695303,45844,14.556,40138,12.744,2069256,642366,1426890,7.388,23.797,1562144,554128,1008016,6.373,17.965,507112,5.832,35.931,26049,26439,309554
2005,61,63639,71761,2880312,2850333,8739,12.39,6284,8.909,295199,96409,198790,3.382,10.357,235399,45355,190044,1.591,8.259,59800,2.098,16.517,4409,4455,26553
2005,62,548382,696754,15910587,15803151,61944,8.99,46518,6.751,1661037,544914,1116123,3.448,10.511,1449396,425463,1023933,2.692,9.172,211641,1.339,18.343,31668,32545,225912
2005,71,89209,96950,1936216,1914463,13466,14.075,10917,11.41,306901,112227,194674,5.862,16.031,264038,76292,187746,3.985,13.792,42863,2.239,27.584,7720,7771,52005
2005,72,397857,537456,11031436,10894378,71474,13.463,58329,10.987,1966912,1022866,944046,9.389,18.054,1699787,627613,1072174,5.761,15.602,267125,2.452,31.205,44134,45282,426122
2005,81,618832,681906,5354318,5385960,60010,8.82,56893,8.362,716392,238917,477475,4.436,13.301,780162,220955,559207,4.102,14.485,-63770,-1.184,26.602,40544,41219,149219
2006,11,18970,19634,164038,164944,2625,13.385,2581,13.16,30598,10856,19742,6.582,18.551,32303,12483,19820,7.568,19.584,-1705,-1.034,37.101,1900,1900,7858
2006,21,17764,23240,550409,522058,2966,13.076,1853,8.169,115327,41654,73673,7.979,22.091,57904,23697,34207,4.539,11.091,57423,10.999,22.183,1114,1139,8354
2006,22,6030,16658,618913,626174,1117,6.709,1099,6.601,52037,18921,33116,3.022,8.31,66187,13889,52298,2.218,10.57,-14150,-2.26,16.621,258,263,2700
2006,23,675840,687189,7359604,7070509,112030,16.686,80471,11.985,1723075,500446,1222629,7.078,24.37,1148215,351559,796656,4.972,16.239,574860,8.13,32.479,59584,59721,251097
2006,31-33,268685,313761,13636418,13633885,23730,7.55,24851,7.906,1374702,332894,1041808,2.442,10.083,1368832,421206,947626,3.089,10.04,5870,0.043,20.08,18471,18633,181917
2006,42,304959,401974,6039580,6008509,38945,9.732,35345,8.832,845052,279744,565308,4.656,14.064,783310,268965,514345,4.476,13.037,61742,1.028,26.073,23741,24468,134434
2006,44-45,648704,1039775,15741879,15535164,106037,10.233,98859,9.541,2220296,929596,1290700,5.984,14.292,1814945,573813,1241132,3.694,11.683,405351,2.609,23.366,67828,70905,315414
2006,48-49,147798,191462,4328954,4259035,29013,15.357,23928,12.666,669683,252641,417042,5.932,15.724,532350,186211,346139,4.372,12.499,137333,3.225,24.999,16456,16783,87194
2006,51,63322,130116,3442274,3433148,18472,14.368,15360,11.948,533957,209195,324762,6.093,15.553,520587,167327,353260,4.874,15.164,13370,0.389,30.327,6420,6737,52469
2006,52,231879,459988,6576606,6469891,63862,14.192,43854,9.746,1179618,530414,649204,8.198,18.232,965503,388164,577339,6,14.923,214115,3.309,29.846,18447,18932,77186
2006,53,251696,328180,2199654,2166657,51541,16.059,37057,11.546,420546,192099,228447,8.866,19.41,354087,144317,209770,6.661,16.343,66459,3.067,32.685,25414,25895,86215
2006,54,647189,721857,7780535,7584294,104021,14.675,78003,11.004,1475166,511210,963956,6.74,19.45,1083581,395153,688428,5.21,14.287,391585,5.163,28.574,53722,54198,215843
2006,55,26218,49195,2918397,2914826,5468,11.247,4315,8.875,485628,152311,333317,5.225,16.661,481106,124474,356632,4.27,16.505,4522,0.155,33.011,1088,1122,13847
2006,56,276422,332180,9677219,9340180,53267,16.372,39626,12.179,2263069,714329,1548740,7.648,24.229,1594131,522711,1071420,5.596,17.067,668938,7.162,34.135,27166,27493,274567
2006,61,65714,74887,2980089,2931593,9660,13.156,6734,9.171,312777,84468,228309,2.881,10.669,215531,43273,172258,1.476,7.352,97246,3.317,14.704,4966,5047,31905
2006,62,557526,717359,16421995,16178336,69901,9.884,49665,7.022,1869073,669637,1199436,4.139,11.553,1377960,438754,939206,2.712,8.517,491113,3.036,17.035,33620,34532,239078
2006,71,91370,99588,1980904,1957533,14623,14.883,11956,12.168,302898,107703,195195,5.502,15.473,256035,80334,175701,4.104,13.079,46863,2.394,26.159,8756,8808,57779
2006,72,407486,553048,11417391,11233575,75112,13.765,60371,11.063,2051403,1050306,1001097,9.35,18.261,1684326,625787,1058539,5.571,14.994,367077,3.268,29.987,46597,47625,426738
2006,81,614865,678622,5418793,5384986,61884,9.1,64672,9.51,768406,254165,514241,4.72,14.269,700849,232123,468726,4.311,13.015,67557,1.255,26.03,45887,46729,156936
2007,11,18961,19639,167991,168867,2378,12.067,2514,12.757,29481,11089,18392,6.567,17.458,30960,10887,20073,6.447,18.334,-1479,-0.876,34.916,1822,1825,7789
2007,21,18501,24136,706288,624942,3368,14.339,2072,8.822,235218,58957,176261,9.434,37.638,71976,29476,42500,4.717,11.517,163242,26.121,23.034,1154,1173,10945
2007,22,5446,16191,645307,635921,1039,6.413,1062,6.555,70073,17072,53001,2.685,11.019,51612,14317,37295,2.251,8.116,18461,2.903,16.232,239,251,1609
2007,23,685680,697409,7315193,7362378,98342,14.166,91925,13.242,1424954,400595,1024359,5.441,19.355,1522676,406526,1116150,5.522,20.682,-97722,-1.327,38.709,68798,68858,287467
2007,31-33,269573,314498,13363316,13514107,21970,6.951,25072,7.933,1254341,294608,959733,2.18,9.282,1559668,480196,1079472,3.553,11.541,-305327,-2.259,18.563,17947,18140,200458
2007,42,301616,400945,6108949,6127439,36395,9.066,37398,9.316,883324,275819,607505,4.501,14.416,921533,323437,598096,5.279,15.039,-38209,-0.624,28.832,23261,23881,130699
2007,44-45,642797,1044394,15611187,15642672,110365,10.604,103071,9.904,2192524,868799,1323725,5.554,14.016,2252722,680325,1572397,4.349,14.401,-60198,-0.385,28.033,65432,68173,335962
2007,48-49,149984,195145,4437918,4401836,28202,14.576,24866,12.852,692039,230883,461156,5.245,15.722,619708,216635,403073,4.921,14.078,72331,1.643,28.157,16626,16830,82215
2007,51,62467,128365,3477586,3479049,17348,13.457,18456,14.316,585507,221331,364176,6.362,16.83,588406,239446,348960,6.883,16.913,-2899,-0.083,33.659,6342,6596,53914
2007,52,234206,471118,6596019,6622245,61168,13.118,51537,11.052,1114385,450256,664129,6.799,16.828,1166649,453721,712928,6.851,17.617,-52264,-0.789,33.656,19900,20928,105606
2007,53,251608,330811,2187692,2190676,46728,14.185,43954,13.343,422105,175988,246117,8.034,19.268,429835,173695,256140,7.929,19.621,-7730,-0.353,38.537,28418,28861,93855
2007,54,655651,731117,7734925,7692504,95965,13.262,80960,11.188,1370112,452011,918101,5.876,17.811,1290834,465770,825064,6.055,16.78,79278,1.031,33.561,54861,55279,231175
2007,55,26423,50082,2855622,2835255,5877,11.78,5491,11.006,571071,177800,393271,6.271,20.142,525719,203024,322695,7.161,18.542,45352,1.6,37.084,869,903,11350
2007,56,280664,337192,9764202,9735831,48665,14.562,42669,12.768,1975216,612843,1362373,6.295,20.288,1923922,591243,1332679,6.073,19.761,51294,0.527,39.523,27435,27743,309654
2007,61,68259,77832,3040235,3009315,9023,11.765,6743,8.792,285844,70718,215126,2.35,9.499,225250,49549,175701,1.647,7.485,60594,2.014,14.97,4741,4789,28123
2007,62,564440,730375,16752558,16579003,67830,9.373,54469,7.527,1993512,622649,1370863,3.756,12.024,1648557,523135,1125422,3.155,9.944,344955,2.081,19.887,33514,34516,258979
2007,71,92377,101180,2029425,2016910,13898,13.84,12372,12.321,308320,100724,207596,4.994,15.287,284280,88634,195646,4.395,14.095,24040,1.192,28.19,8993,9046,59135
2007,72,414922,568421,11608446,11543070,78316,13.954,63942,11.393,2086316,1056453,1029863,9.152,18.074,1946455,708654,1237801,6.139,16.863,139861,1.212,33.725,46733,47720,441867
2007,81,614991,678357,5368845,5361214,61920,9.146,59239,8.75,782755,256845,525910,4.791,14.6,765843,235410,530433,4.391,14.285,16912,0.315,28.57,40932,41533,147206
2008,11,18228,18945,162894,164540,1986,10.289,2699,13.983,26717,7640,19077,4.643,16.237,30217,10723,19494,6.517,18.365,-3500,-2.127,32.475,1882,1885,8119
2008,21,18449,24384,620472,661449,2716,11.258,2196,9.103,103558,30192,73366,4.565,15.656,185681,31685,153996,4.79,28.072,-82123,-12.416,31.312,1402,1410,13760
2008,22,5409,16370,636172,638329,1318,8.1,1121,6.889,65467,23702,41765,3.713,10.256,69586,19037,50549,2.982,10.901,-4119,-0.645,20.512,219,222,1433
2008,23,660378,672494,7002993,7158065,81032,11.821,107017,15.612,1272600,331317,941283,4.629,17.779,1583089,417498,1165591,5.833,22.116,-310489,-4.338,35.557,79764,79806,298952
2008,31-33,260163,303858,12941760,13097596,19221,6.266,25022,8.157,1153794,268622,885172,2.051,8.809,1464880,438112,1026768,3.345,11.184,-311086,-2.375,17.618,18502,18678,197445
2008,42,298750,399061,6124993,6135750,34674,8.657,37590,9.385,843915,258999,584916,4.221,13.754,868589,296988,571601,4.84,14.156,-24674,-0.402,27.508,23734,24553,133425
2008,44-45,629208,1031541,15559885,15580365,87556,8.445,98039,9.456,1918262,674578,1243684,4.33,12.312,1967543,588376,1379167,3.776,12.628,-49281,-0.316,24.624,65149,68085,314895
2008,48-49,148121,193860,4432400,4440305,25246,12.974,26716,13.729,578074,168694,409380,3.799,13.019,590658,201145,389513,4.53,13.302,-12584,-0.283,26.038,17967,18111,89247
2008,51,62443,128621,3417566,3422057,16116,12.521,16301,12.665,529168,198908,330260,5.813,15.463,542903,181487,361416,5.303,15.865,-13735,-0.401,30.927,6203,6305,54590
2008,52,227094,467447,6427762,6498133,48945,10.43,52602,11.209,962954,383312,579642,5.899,14.819,1099547,425861,673686,6.554,16.921,-136593,-2.102,29.638,24422,25921,132306
2008,53,239510,320261,2149503,2165281,39012,11.987,49418,15.184,384177,153464,230713,7.087,17.743,415528,178570,236958,8.247,19.19,-31351,-1.448,35.485,31849,32245,99763
2008,54,658268,734054,7875503,7814260,88547,12.077,86871,11.848,1332458,447474,884984,5.726,17.052,1203710,454011,749699,5.81,15.404,128748,1.648,30.808,58728,59187,227947
2008,55,26621,50279,2862281,2912105,4508,8.934,4873,9.657,473825,141902,331923,4.873,16.271,574495,149845,424650,5.146,19.728,-100670,-3.457,32.542,1023,1067,16203
2008,56,279767,338392,9679792,9684381,46455,13.775,44176,13.099,1907882,614391,1293491,6.344,19.701,1931016,604244,1326772,6.239,19.939,-23134,-0.239,39.401,28885,29275,304790
2008,61,69490,79292,3119789,3078956,8631,10.984,7197,9.159,285614,58321,227293,1.894,9.276,204052,55160,148892,1.792,6.627,81562,2.649,13.255,5170,5258,37305
2008,62,570562,739650,17154561,16958232,62907,8.56,53422,7.269,1946953,538029,1408924,3.173,11.481,1560886,520437,1040449,3.069,9.204,386067,2.277,18.409,33463,34284,257907
2008,71,92012,100856,2062705,2044540,12692,12.559,13099,12.962,299373,93317,206056,4.564,14.643,261765,92651,169114,4.532,12.803,37608,1.839,25.606,9393,9453,60281
2008,72,418228,575914,11880816,11753928,71996,12.578,64935,11.345,2073664,974625,1099039,8.292,17.642,1829855,690068,1139787,5.871,15.568,243809,2.074,31.136,48269,49235,460050
2008,81,614671,678446,5438701,5409449,57031,8.401,57829,8.519,786376,232253,554123,4.293,14.537,726069,231360,494709,4.277,13.422,60307,1.115,26.844,40358,41164,151987
2009,11,17457,18153,149132,155785,1792,9.649,2630,14.161,19985,6424,13561,4.124,12.829,33097,10740,22357,6.894,21.245,-13112,-8.417,25.657,1792,1792,7663
2009,21,18620,24675,600132,612608,2585,10.507,2441,9.922,88148,28366,59782,4.63,14.389,113260,29537,83723,4.822,18.488,-25112,-4.099,28.778,1435,1467,13808
2009,22,5343,16831,644558,639509,1285,7.736,844,5.081,66151,23076,43075,3.608,10.344,56521,15355,41166,2.401,8.838,9630,1.506,17.676,231,318,5082
2009,23,598372,610560,5942551,6479154,63750,9.919,128029,19.921,856361,262495,593866,4.051,13.217,1929196,480413,1448783,7.415,29.775,-1072835,-16.558,26.434,88250,88321,336964
2009,31-33,250242,292829,11583446,12261659,16662,5.579,28357,9.494,812161,240414,571747,1.961,6.624,2171953,459156,1712797,3.745,17.713,-1359792,-11.09,13.247,20062,20258,199207
2009,42,290093,391504,5817916,5989754,29851,7.534,39309,9.921,633626,199926,433700,3.338,10.578,976617,282490,694127,4.716,16.305,-342991,-5.726,21.157,25424,26139,141416
2009,44-45,608878,1009360,14734746,15160335,77822,7.617,102427,10.026,1432048,597046,835002,3.938,9.446,2289398,672434,1616964,4.435,15.101,-857350,-5.655,18.892,66911,70941,378070
2009,48-49,142980,188937,4158943,4303974,22201,11.577,27865,14.531,450559,178558,272001,4.149,10.468,744751,211360,533391,4.911,17.304,-294192,-6.835,20.937,18413,18794,110774
2009,51,61100,125085,3287687,3361604,16586,13.043,20739,16.309,427172,187752,239420,5.585,12.707,574954,191341,383613,5.692,17.104,-147782,-4.396,25.415,6600,6843,57428
2009,52,217483,454627,6156224,6279408,41115,8.909,54896,11.895,778589,317705,460884,5.059,12.399,1024867,330348,694519,5.261,16.321,-246278,-3.922,24.798,24096,25679,106776
2009,53,226472,306978,2017988,2091478,32257,10.266,46716,14.868,298090,130779,167311,6.253,14.253,445471,173988,271483,8.319,21.299,-147381,-7.047,28.505,29008,29436,94318
2009,54,647444,728581,7781857,7872460,84122,11.481,92385,12.609,1198458,470040,728418,5.971,15.223,1378826,460819,918007,5.854,17.515,-180368,-2.291,30.447,62309,62819,254229
2009,55,26668,50315,2819407,2854878,4327,8.578,4584,9.087,408977,140427,268550,4.919,14.326,479788,123628,356160,4.33,16.806,-70811,-2.48,28.651,987,1118,18531
2009,56,273810,332622,8600785,9146317,40886,12.156,48314,14.365,1360045,480071,879974,5.249,14.87,2458138,626276,1831862,6.847,26.876,-1098093,-12.006,29.74,29527,29909,321656
2009,61,70333,80348,3188061,3150773,8230,10.299,7354,9.203,280798,55549,225249,1.763,8.912,207088,52845,154243,1.677,6.573,73710,2.339,13.145,5269,5330,37072
2009,62,578028,752371,17476465,17329458,60764,8.132,50447,6.751,1791543,525974,1265569,3.035,10.338,1492580,482277,1010303,2.783,8.613,298963,1.725,17.226,33321,34239,296401
2009,71,90918,100065,2006728,2038102,11449,11.358,12915,12.813,245903,82846,163057,4.065,12.065,309602,84982,224620,4.17,15.191,-63699,-3.125,24.131,9338,9396,62383
2009,72,419076,579557,11436196,11677294,65844,11.375,64477,11.138,1611322,848213,763109,7.264,13.799,2093402,679213,1414189,5.817,17.927,-482080,-4.128,27.598,48649,49874,463888
2009,81,611729,674502,5254973,5347895,51213,7.557,57618,8.502,616105,192830,423275,3.606,11.521,802420,222312,580108,4.157,15.004,-186315,-3.484,23.041,40446,41389,151990
2010,11,17235,17927,151188,149360,1965,10.905,2149,11.926,26909,7861,19048,5.263,18.016,23321,7870,15451,5.269,15.614,3588,2.402,31.228,1400,1404,5636
2010,21,18338,24560,585536,594867,2315,9.38,2553,10.345,87218,32163,55055,5.407,14.662,106093,25404,80689,4.271,17.835,-18875,-3.173,29.324,1562,1574,11672
2010,22,5406,17185,639616,640667,1111,6.549,669,3.944,41185,14861,26324,2.32,6.428,43180,10703,32477,1.671,6.74,-1995,-0.311,12.857,178,180,1265
2010,23,559343,571834,5348594,5642966,69914,11.834,107797,18.247,902423,289302,613121,5.127,15.992,1493883,386980,1106903,6.858,26.473,-591460,-10.481,31.984,69402,69522,256862
2010,31-33,241417,282751,10847504,11202472,16460,5.718,26672,9.266,832202,203213,628989,1.814,7.429,1541320,396280,1145040,3.537,13.759,-709118,-6.33,14.857,18368,18506,156053
2010,42,283560,385871,5596901,5705944,30921,7.958,36277,9.337,621792,214091,407701,3.752,10.897,838658,246851,591807,4.326,14.698,-216866,-3.801,21.795,23233,24011,122951
2010,44-45,598453,995825,14451547,14588920,75719,7.553,89015,8.88,1433814,503192,930622,3.449,9.828,1701490,523643,1177847,3.589,11.663,-267676,-1.835,19.656,56721,61498,315637
2010,48-49,139508,185270,4014897,4090358,21038,11.235,25004,13.353,465302,154317,310985,3.773,11.376,613934,200403,413531,4.899,15.009,-148632,-3.634,22.751,15795,16076,77750
2010,51,60003,123492,3131921,3204716,13196,10.616,14811,11.916,367796,152053,215743,4.745,11.477,510582,165117,345465,5.152,15.932,-142786,-4.455,22.953,5987,6117,39362
2010,52,213421,443708,5913807,6037980,39122,8.711,49877,11.106,765233,287741,477492,4.766,12.674,1010904,332033,678871,5.499,16.742,-245671,-4.069,25.347,18596,19803,81499
2010,53,223690,302994,1932902,1970778,34323,11.255,38236,12.538,290541,135897,154644,6.896,14.742,366689,159607,207082,8.099,18.606,-76148,-3.864,29.485,21771,22211,68389
2010,54,643600,727948,7716024,7756624,86888,11.925,88236,12.11,1171398,449159,722239,5.791,15.102,1255092,405769,849323,5.231,16.181,-83694,-1.079,30.204,57031,57621,213333
2010,55,26824,50039,2836707,2843215,4116,8.175,4733,9.401,394727,125260,269467,4.406,13.883,406797,115538,291259,4.064,14.308,-12070,-0.425,27.766,904,974,15659
